Date,Apple TV App Units,iPad App Units,iPhone App Units,iPod App Units,Apple TV Active Devices,iPad Active Devices,iPhone Active Devices,iPod Active Devices,Canada App Units,World App Units,Canada Active Devices,World Active Devices,Canada Active Devices,Apple TV Sessions,iPad Sessions,iPhone Sessions,iPod Sessions,Apple TV Active Last 30 Days,iPad Active Last 30 Days,iPhone Active Last 30 Days,iPod Active Last 30 Days,Canada Sessions,Canada Active Last 30 Days,World Sessions,World Active Last 30 Days
3/29/17,-,0.0,2.0,0.0,-,0.0,35.0,0.0,2.0,0.0,30.0,5.0,30.0,-,0.0,88.0,0.0,-,16.0,343.0,2.0,81.0,287.0,7.0,67.0
3/30/17,-,0.0,2.0,0.0,-,0.0,31.0,0.0,2.0,0.0,27.0,3.0,27.0,-,0.0,72.0,0.0,-,16.0,341.0,2.0,67.0,286.0,4.0,67.0
3/31/17,-,0.0,2.0,0.0,-,0.0,37.0,0.0,2.0,0.0,35.0,2.0,35.0,-,0.0,86.0,0.0,-,16.0,340.0,2.0,80.0,288.0,5.0,64.0
4/1/17,-,0.0,0.0,0.0,-,1.0,32.0,0.0,0.0,0.0,29.0,4.0,29.0,-,2.0,94.0,0.0,-,16.0,340.0,2.0,88.0,287.0,8.0,65.0
4/2/17,-,0.0,2.0,0.0,-,0.0,24.0,0.0,2.0,0.0,22.0,2.0,22.0,-,0.0,87.0,0.0,-,16.0,334.0,2.0,82.0,281.0,5.0,65.0
4/3/17,-,0.0,4.0,0.0,-,0.0,34.0,0.0,3.0,1.0,28.0,6.0,28.0,-,0.0,71.0,0.0,-,16.0,334.0,2.0,62.0,280.0,9.0,66.0
4/4/17,-,0.0,3.0,0.0,-,0.0,32.0,0.0,3.0,0.0,29.0,3.0,29.0,-,0.0,117.0,0.0,-,14.0,336.0,2.0,103.0,281.0,14.0,63.0
4/5/17,-,0.0,2.0,0.0,-,1.0,41.0,0.0,0.0,2.0,33.0,8.0,33.0,-,1.0,97.0,0.0,-,13.0,334.0,2.0,82.0,281.0,15.0,60.0
4/6/17,-,0.0,0.0,0.0,-,0.0,33.0,0.0,0.0,0.0,27.0,5.0,27.0,-,0.0,86.0,0.0,-,13.0,338.0,2.0,75.0,284.0,10.0,62.0
4/7/17,-,1.0,1.0,0.0,-,0.0,29.0,0.0,1.0,1.0,26.0,1.0,26.0,-,0.0,94.0,0.0,-,12.0,340.0,2.0,91.0,284.0,1.0,61.0
4/8/17,-,0.0,6.0,0.0,-,0.0,25.0,0.0,4.0,2.0,24.0,1.0,24.0,-,0.0,59.0,0.0,-,11.0,337.0,1.0,58.0,283.0,1.0,59.0
4/9/17,-,0.0,1.0,0.0,-,1.0,28.0,0.0,1.0,0.0,24.0,4.0,24.0,-,2.0,79.0,0.0,-,12.0,335.0,1.0,59.0,281.0,19.0,59.0
4/10/17,-,0.0,3.0,0.0,-,0.0,20.0,0.0,2.0,1.0,17.0,3.0,17.0,-,0.0,53.0,0.0,-,12.0,336.0,1.0,39.0,283.0,14.0,59.0
4/11/17,-,0.0,3.0,0.0,-,0.0,29.0,0.0,2.0,1.0,27.0,2.0,27.0,-,0.0,65.0,0.0,-,12.0,340.0,1.0,60.0,286.0,5.0,60.0
4/12/17,-,1.0,4.0,0.0,-,0.0,30.0,0.0,4.0,1.0,25.0,4.0,25.0,-,0.0,72.0,0.0,-,11.0,338.0,1.0,58.0,285.0,11.0,61.0
4/13/17,-,1.0,2.0,0.0,-,1.0,27.0,0.0,2.0,1.0,24.0,4.0,24.0,-,2.0,51.0,0.0,-,12.0,336.0,1.0,45.0,284.0,8.0,62.0
4/14/17,-,0.0,4.0,0.0,-,0.0,20.0,0.0,2.0,2.0,16.0,4.0,16.0,-,0.0,50.0,0.0,-,11.0,334.0,1.0,31.0,283.0,19.0,59.0
4/15/17,-,0.0,2.0,0.0,-,2.0,27.0,0.0,2.0,0.0,27.0,2.0,27.0,-,3.0,119.0,0.0,-,13.0,334.0,1.0,118.0,284.0,4.0,60.0
4/16/17,-,0.0,0.0,0.0,-,0.0,21.0,0.0,0.0,0.0,19.0,2.0,19.0,-,0.0,58.0,0.0,-,12.0,336.0,1.0,54.0,285.0,4.0,60.0
4/17/17,-,0.0,2.0,0.0,-,0.0,34.0,0.0,2.0,0.0,33.0,1.0,33.0,-,0.0,75.0,0.0,-,11.0,338.0,1.0,73.0,288.0,2.0,57.0
4/18/17,-,0.0,4.0,0.0,-,0.0,27.0,0.0,4.0,0.0,23.0,4.0,23.0,-,0.0,91.0,0.0,-,11.0,335.0,1.0,83.0,284.0,8.0,58.0
4/19/17,-,0.0,2.0,0.0,-,0.0,27.0,0.0,2.0,0.0,22.0,5.0,22.0,-,0.0,109.0,0.0,-,11.0,331.0,1.0,77.0,281.0,32.0,57.0
4/20/17,-,1.0,4.0,0.0,-,0.0,28.0,0.0,4.0,1.0,25.0,3.0,25.0,-,0.0,132.0,0.0,-,10.0,324.0,1.0,129.0,279.0,3.0,53.0
4/21/17,-,0.0,4.0,0.0,-,1.0,31.0,0.0,4.0,0.0,28.0,4.0,28.0,-,1.0,99.0,0.0,-,10.0,322.0,0.0,92.0,275.0,8.0,53.0
4/22/17,-,0.0,5.0,0.0,-,0.0,27.0,0.0,2.0,3.0,24.0,4.0,24.0,-,0.0,86.0,0.0,-,10.0,322.0,0.0,71.0,276.0,15.0,52.0
4/23/17,-,0.0,3.0,0.0,-,2.0,24.0,0.0,2.0,1.0,24.0,1.0,24.0,-,3.0,68.0,0.0,-,11.0,317.0,0.0,68.0,273.0,1.0,49.0
4/24/17,-,0.0,3.0,0.0,-,1.0,29.0,0.0,3.0,0.0,25.0,5.0,25.0,-,1.0,66.0,0.0,-,12.0,321.0,0.0,55.0,277.0,12.0,49.0
4/25/17,-,0.0,4.0,0.0,-,0.0,31.0,0.0,3.0,1.0,27.0,4.0,27.0,-,0.0,68.0,0.0,-,11.0,320.0,0.0,59.0,276.0,9.0,48.0
4/26/17,-,0.0,2.0,0.0,-,1.0,27.0,0.0,2.0,0.0,25.0,3.0,25.0,-,4.0,58.0,0.0,-,11.0,321.0,0.0,48.0,276.0,14.0,49.0
4/27/17,-,0.0,2.0,0.0,-,1.0,30.0,0.0,2.0,0.0,26.0,5.0,26.0,-,1.0,82.0,0.0,-,11.0,316.0,0.0,75.0,273.0,8.0,47.0
4/28/17,-,0.0,4.0,0.0,-,1.0,30.0,0.0,4.0,0.0,27.0,4.0,27.0,-,2.0,83.0,0.0,-,12.0,312.0,0.0,76.0,272.0,9.0,45.0
4/29/17,-,0.0,4.0,0.0,-,0.0,22.0,0.0,4.0,0.0,20.0,2.0,20.0,-,0.0,55.0,0.0,-,12.0,310.0,0.0,51.0,273.0,4.0,44.0
4/30/17,-,0.0,0.0,0.0,-,0.0,25.0,0.0,0.0,0.0,22.0,2.0,22.0,-,0.0,84.0,0.0,-,12.0,306.0,0.0,61.0,268.0,22.0,45.0
5/1/17,-,0.0,0.0,0.0,-,1.0,29.0,0.0,0.0,0.0,27.0,3.0,27.0,-,1.0,70.0,0.0,-,12.0,307.0,0.0,47.0,270.0,24.0,44.0
5/2/17,-,1.0,6.0,0.0,-,1.0,25.0,0.0,6.0,1.0,23.0,3.0,23.0,-,1.0,64.0,0.0,-,12.0,307.0,0.0,59.0,270.0,6.0,44.0
5/3/17,-,1.0,1.0,0.0,-,1.0,27.0,0.0,1.0,1.0,25.0,3.0,25.0,-,1.0,58.0,0.0,-,13.0,300.0,0.0,50.0,267.0,9.0,42.0
5/4/17,-,1.0,3.0,0.0,-,1.0,30.0,0.0,4.0,0.0,27.0,4.0,27.0,-,2.0,67.0,0.0,-,13.0,295.0,0.0,64.0,262.0,5.0,42.0
5/5/17,-,0.0,4.0,0.0,-,0.0,26.0,0.0,3.0,1.0,23.0,3.0,23.0,-,0.0,99.0,0.0,-,12.0,288.0,0.0,85.0,255.0,14.0,39.0
5/6/17,-,0.0,3.0,0.0,-,0.0,17.0,0.0,3.0,0.0,15.0,2.0,15.0,-,0.0,69.0,0.0,-,12.0,279.0,0.0,63.0,250.0,6.0,37.0
5/7/17,-,1.0,4.0,0.0,-,0.0,21.0,0.0,4.0,1.0,18.0,2.0,18.0,-,0.0,56.0,0.0,-,12.0,279.0,0.0,49.0,248.0,6.0,38.0
5/8/17,-,0.0,2.0,0.0,-,1.0,19.0,0.0,2.0,0.0,16.0,3.0,16.0,-,1.0,40.0,0.0,-,13.0,278.0,0.0,35.0,246.0,5.0,39.0
5/9/17,-,0.0,8.0,0.0,-,1.0,30.0,0.0,7.0,1.0,27.0,3.0,27.0,-,1.0,57.0,0.0,-,13.0,279.0,0.0,48.0,247.0,9.0,38.0
5/10/17,-,0.0,3.0,0.0,-,0.0,28.0,0.0,3.0,0.0,19.0,8.0,19.0,-,0.0,69.0,0.0,-,13.0,287.0,0.0,40.0,252.0,28.0,41.0
5/11/17,-,0.0,2.0,0.0,-,0.0,29.0,0.0,2.0,0.0,25.0,3.0,25.0,-,0.0,75.0,0.0,-,13.0,288.0,0.0,55.0,255.0,19.0,40.0
5/12/17,-,1.0,4.0,0.0,-,2.0,28.0,0.0,5.0,0.0,26.0,4.0,26.0,-,2.0,51.0,0.0,-,14.0,288.0,0.0,47.0,256.0,6.0,40.0
5/13/17,-,1.0,4.0,0.0,-,3.0,31.0,0.0,4.0,1.0,33.0,1.0,33.0,-,3.0,72.0,0.0,-,16.0,288.0,0.0,74.0,260.0,1.0,39.0
5/14/17,-,0.0,5.0,0.0,-,1.0,35.0,0.0,5.0,0.0,33.0,3.0,33.0,-,1.0,70.0,0.0,-,16.0,291.0,0.0,65.0,260.0,6.0,41.0
5/15/17,-,0.0,2.0,0.0,-,0.0,25.0,0.0,1.0,1.0,23.0,2.0,23.0,-,0.0,76.0,0.0,-,14.0,283.0,0.0,59.0,251.0,17.0,40.0
5/16/17,-,0.0,6.0,0.0,-,3.0,31.0,0.0,6.0,0.0,31.0,2.0,31.0,-,5.0,107.0,0.0,-,16.0,279.0,0.0,95.0,250.0,16.0,39.0
5/17/17,-,0.0,3.0,0.0,-,2.0,30.0,0.0,3.0,0.0,31.0,1.0,31.0,-,4.0,106.0,0.0,-,17.0,272.0,0.0,92.0,245.0,18.0,39.0
5/18/17,-,0.0,6.0,1.0,-,2.0,30.0,0.0,6.0,1.0,27.0,4.0,27.0,-,5.0,92.0,0.0,-,17.0,278.0,0.0,85.0,247.0,11.0,40.0
5/19/17,-,0.0,6.0,0.0,-,1.0,26.0,0.0,4.0,1.0,22.0,5.0,22.0,-,3.0,85.0,0.0,-,17.0,272.0,0.0,76.0,241.0,12.0,41.0
5/20/17,-,0.0,2.0,0.0,-,1.0,26.0,0.0,2.0,0.0,24.0,3.0,24.0,-,2.0,56.0,0.0,-,17.0,269.0,0.0,51.0,237.0,7.0,41.0
5/21/17,-,0.0,0.0,0.0,-,1.0,28.0,0.0,0.0,0.0,27.0,2.0,27.0,-,6.0,63.0,0.0,-,16.0,264.0,0.0,59.0,233.0,10.0,40.0
5/22/17,-,1.0,1.0,0.0,-,2.0,25.0,0.0,1.0,1.0,24.0,3.0,24.0,-,2.0,74.0,0.0,-,16.0,261.0,0.0,59.0,230.0,17.0,39.0
5/23/17,-,0.0,5.0,0.0,-,4.0,25.0,0.0,4.0,1.0,25.0,4.0,25.0,-,4.0,69.0,0.0,-,16.0,262.0,0.0,61.0,230.0,12.0,41.0
5/24/17,-,0.0,6.0,0.0,-,1.0,22.0,0.0,6.0,0.0,19.0,3.0,19.0,-,1.0,73.0,0.0,-,16.0,264.0,0.0,61.0,234.0,12.0,40.0
5/25/17,-,0.0,2.0,0.0,-,1.0,30.0,0.0,1.0,1.0,27.0,4.0,27.0,-,1.0,61.0,0.0,-,17.0,263.0,0.0,50.0,235.0,12.0,39.0
5/26/17,-,0.0,2.0,0.0,-,0.0,30.0,0.0,2.0,0.0,26.0,3.0,26.0,-,0.0,108.0,0.0,-,16.0,254.0,0.0,96.0,228.0,11.0,37.0
5/27/17,-,0.0,3.0,0.0,-,1.0,30.0,0.0,3.0,0.0,29.0,1.0,29.0,-,2.0,84.0,0.0,-,16.0,256.0,0.0,71.0,230.0,13.0,37.0
5/28/17,-,0.0,1.0,0.0,-,0.0,26.0,0.0,0.0,1.0,22.0,4.0,22.0,-,0.0,71.0,0.0,-,16.0,255.0,0.0,49.0,229.0,22.0,37.0
5/29/17,-,0.0,4.0,0.0,-,0.0,36.0,0.0,4.0,0.0,33.0,3.0,33.0,-,0.0,77.0,0.0,-,16.0,262.0,0.0,72.0,236.0,5.0,37.0
5/30/17,-,0.0,6.0,0.0,-,0.0,28.0,0.0,4.0,2.0,25.0,3.0,25.0,-,0.0,67.0,0.0,-,16.0,264.0,0.0,54.0,237.0,13.0,38.0
5/31/17,-,0.0,2.0,0.0,-,1.0,28.0,0.0,2.0,0.0,24.0,5.0,24.0,-,1.0,80.0,0.0,-,16.0,267.0,0.0,61.0,239.0,20.0,39.0
6/1/17,-,0.0,8.0,0.0,-,0.0,28.0,0.0,8.0,0.0,22.0,6.0,22.0,-,0.0,70.0,0.0,-,15.0,267.0,0.0,53.0,239.0,17.0,39.0
6/2/17,-,0.0,2.0,0.0,-,0.0,25.0,0.0,1.0,1.0,23.0,2.0,23.0,-,0.0,56.0,0.0,-,15.0,268.0,0.0,53.0,241.0,3.0,39.0
6/3/17,-,0.0,1.0,0.0,-,0.0,17.0,0.0,1.0,0.0,17.0,0.0,17.0,-,0.0,33.0,0.0,-,14.0,264.0,0.0,33.0,238.0,0.0,35.0
6/4/17,-,0.0,1.0,0.0,-,0.0,23.0,0.0,1.0,0.0,18.0,5.0,18.0,-,0.0,62.0,0.0,-,14.0,265.0,0.0,47.0,238.0,15.0,35.0
6/5/17,-,0.0,2.0,0.0,-,1.0,28.0,0.0,2.0,0.0,26.0,3.0,26.0,-,1.0,79.0,0.0,-,15.0,268.0,0.0,75.0,239.0,5.0,37.0
6/6/17,-,0.0,3.0,0.0,-,0.0,28.0,0.0,2.0,1.0,24.0,3.0,24.0,-,0.0,59.0,0.0,-,15.0,269.0,0.0,54.0,241.0,4.0,37.0
6/7/17,-,0.0,5.0,0.0,-,1.0,30.0,0.0,4.0,1.0,29.0,2.0,29.0,-,1.0,58.0,0.0,-,14.0,268.0,0.0,57.0,239.0,2.0,36.0
6/8/17,-,0.0,2.0,0.0,-,0.0,31.0,0.0,1.0,1.0,28.0,3.0,28.0,-,0.0,66.0,0.0,-,13.0,270.0,0.0,58.0,242.0,8.0,36.0
6/9/17,-,0.0,5.0,0.0,-,1.0,33.0,0.0,5.0,0.0,28.0,6.0,28.0,-,1.0,93.0,0.0,-,14.0,265.0,0.0,66.0,241.0,28.0,34.0
6/10/17,-,0.0,2.0,0.0,-,0.0,25.0,0.0,1.0,1.0,24.0,1.0,24.0,-,0.0,76.0,0.0,-,14.0,256.0,0.0,74.0,233.0,2.0,33.0
6/11/17,-,0.0,1.0,0.0,-,1.0,20.0,0.0,1.0,0.0,20.0,1.0,20.0,-,1.0,69.0,0.0,-,13.0,254.0,0.0,69.0,232.0,1.0,31.0
6/12/17,-,0.0,4.0,0.0,-,0.0,22.0,0.0,4.0,0.0,21.0,1.0,21.0,-,0.0,44.0,0.0,-,12.0,251.0,0.0,42.0,226.0,2.0,32.0
6/13/17,-,0.0,8.0,0.0,-,0.0,32.0,0.0,7.0,1.0,29.0,3.0,29.0,-,0.0,96.0,0.0,-,11.0,255.0,0.0,89.0,232.0,7.0,30.0
6/14/17,-,0.0,6.0,0.0,-,1.0,28.0,0.0,5.0,1.0,26.0,3.0,26.0,-,1.0,81.0,0.0,-,12.0,256.0,0.0,63.0,233.0,19.0,31.0
6/15/17,-,1.0,7.0,0.0,-,1.0,35.0,0.0,8.0,0.0,32.0,4.0,32.0,-,1.0,73.0,0.0,-,11.0,261.0,0.0,64.0,236.0,10.0,32.0
6/16/17,-,0.0,3.0,0.0,-,1.0,27.0,0.0,1.0,2.0,26.0,2.0,26.0,-,1.0,54.0,0.0,-,11.0,265.0,0.0,52.0,239.0,3.0,33.0
6/17/17,-,0.0,5.0,0.0,-,1.0,20.0,0.0,4.0,1.0,19.0,2.0,19.0,-,4.0,59.0,0.0,-,12.0,262.0,0.0,57.0,237.0,6.0,33.0
6/18/17,-,0.0,0.0,0.0,-,1.0,26.0,0.0,0.0,0.0,24.0,3.0,24.0,-,1.0,60.0,0.0,-,13.0,260.0,0.0,56.0,237.0,5.0,32.0
6/19/17,-,0.0,4.0,0.0,-,1.0,24.0,0.0,3.0,1.0,23.0,1.0,23.0,-,1.0,53.0,0.0,-,14.0,262.0,0.0,52.0,238.0,1.0,33.0
6/20/17,-,0.0,3.0,0.0,-,1.0,29.0,0.0,3.0,0.0,28.0,2.0,28.0,-,1.0,71.0,0.0,-,15.0,262.0,0.0,70.0,238.0,2.0,34.0
6/21/17,-,0.0,4.0,0.0,-,0.0,36.0,0.0,4.0,0.0,30.0,5.0,30.0,-,0.0,63.0,0.0,-,15.0,265.0,0.0,53.0,239.0,9.0,36.0
6/22/17,-,1.0,2.0,0.0,-,0.0,32.0,0.0,2.0,1.0,25.0,6.0,25.0,-,0.0,90.0,0.0,-,13.0,269.0,0.0,59.0,241.0,30.0,36.0
6/23/17,-,0.0,3.0,0.0,-,0.0,32.0,0.0,3.0,0.0,30.0,2.0,30.0,-,0.0,64.0,0.0,-,13.0,271.0,0.0,60.0,244.0,4.0,35.0
6/24/17,-,0.0,1.0,0.0,-,2.0,28.0,0.0,1.0,0.0,28.0,2.0,28.0,-,6.0,77.0,0.0,-,14.0,270.0,0.0,79.0,244.0,4.0,35.0
6/25/17,-,0.0,1.0,0.0,-,1.0,24.0,0.0,1.0,0.0,23.0,2.0,23.0,-,1.0,60.0,0.0,-,14.0,267.0,0.0,59.0,242.0,2.0,35.0
6/26/17,-,0.0,1.0,0.0,-,0.0,24.0,0.0,1.0,0.0,22.0,2.0,22.0,-,0.0,55.0,0.0,-,13.0,264.0,0.0,52.0,239.0,3.0,35.0
6/27/17,-,0.0,3.0,0.0,-,1.0,35.0,0.0,3.0,0.0,32.0,4.0,32.0,-,1.0,87.0,0.0,-,13.0,270.0,0.0,80.0,244.0,7.0,37.0
6/28/17,-,0.0,0.0,0.0,-,0.0,24.0,0.0,0.0,0.0,24.0,0.0,24.0,-,0.0,66.0,0.0,-,13.0,264.0,0.0,66.0,238.0,0.0,37.0
6/29/17,-,0.0,5.0,0.0,-,1.0,30.0,0.0,2.0,3.0,28.0,3.0,28.0,-,2.0,86.0,0.0,-,14.0,267.0,0.0,84.0,243.0,4.0,36.0
6/30/17,-,0.0,4.0,0.0,-,1.0,24.0,0.0,3.0,1.0,21.0,4.0,21.0,-,3.0,56.0,0.0,-,13.0,261.0,0.0,48.0,236.0,11.0,37.0
7/1/17,-,0.0,4.0,0.0,-,1.0,24.0,0.0,4.0,0.0,23.0,2.0,23.0,-,3.0,66.0,0.0,-,13.0,263.0,0.0,66.0,238.0,3.0,37.0
7/2/17,-,0.0,1.0,0.0,-,2.0,22.0,0.0,1.0,0.0,23.0,1.0,23.0,-,28.0,68.0,0.0,-,15.0,263.0,0.0,69.0,239.0,27.0,38.0
7/3/17,-,0.0,2.0,0.0,-,1.0,32.0,0.0,2.0,0.0,26.0,7.0,26.0,-,30.0,97.0,0.0,-,15.0,259.0,0.0,78.0,235.0,49.0,38.0
7/4/17,-,0.0,2.0,0.0,-,1.0,30.0,0.0,2.0,0.0,26.0,4.0,26.0,-,2.0,82.0,0.0,-,15.0,258.0,0.0,76.0,235.0,7.0,37.0
7/5/17,-,0.0,1.0,0.0,-,0.0,26.0,0.0,1.0,0.0,25.0,1.0,25.0,-,0.0,53.0,0.0,-,14.0,261.0,0.0,52.0,239.0,1.0,35.0
7/6/17,-,0.0,7.0,0.0,-,2.0,17.0,0.0,6.0,0.0,17.0,2.0,17.0,-,15.0,55.0,0.0,-,15.0,264.0,0.0,55.0,245.0,15.0,34.0
7/7/17,-,0.0,3.0,0.0,-,1.0,24.0,0.0,2.0,1.0,23.0,2.0,23.0,-,44.0,74.0,0.0,-,14.0,260.0,0.0,72.0,239.0,46.0,34.0
7/8/17,-,0.0,1.0,0.0,-,0.0,17.0,0.0,1.0,0.0,14.0,3.0,14.0,-,0.0,47.0,0.0,-,14.0,256.0,0.0,44.0,235.0,3.0,35.0
7/9/17,-,0.0,1.0,0.0,-,1.0,19.0,0.0,1.0,0.0,16.0,4.0,16.0,-,30.0,66.0,0.0,-,13.0,259.0,0.0,43.0,235.0,53.0,35.0
7/10/17,-,0.0,3.0,0.0,-,2.0,21.0,0.0,3.0,0.0,19.0,3.0,19.0,-,42.0,52.0,0.0,-,14.0,259.0,0.0,49.0,235.0,43.0,36.0
7/11/17,-,0.0,4.0,0.0,-,1.0,24.0,0.0,4.0,0.0,22.0,2.0,22.0,-,32.0,98.0,0.0,-,13.0,259.0,0.0,96.0,233.0,33.0,37.0
7/12/17,-,0.0,2.0,0.0,-,1.0,22.0,0.0,2.0,0.0,22.0,1.0,22.0,-,6.0,57.0,0.0,-,13.0,261.0,0.0,57.0,236.0,6.0,36.0
7/13/17,-,1.0,5.0,0.0,-,1.0,24.0,0.0,6.0,0.0,23.0,2.0,23.0,-,2.0,53.0,0.0,-,14.0,255.0,0.0,53.0,232.0,2.0,36.0
7/14/17,-,0.0,4.0,0.0,-,1.0,25.0,0.0,3.0,1.0,24.0,2.0,24.0,-,30.0,89.0,0.0,-,14.0,260.0,0.0,88.0,236.0,31.0,36.0
7/15/17,-,0.0,3.0,0.0,-,0.0,34.0,1.0,1.0,2.0,31.0,4.0,31.0,-,0.0,94.0,3.0,-,14.0,262.0,1.0,85.0,236.0,12.0,39.0
7/16/17,-,0.0,1.0,0.0,-,1.0,24.0,0.0,1.0,0.0,22.0,2.0,22.0,-,39.0,87.0,0.0,-,14.0,259.0,1.0,70.0,234.0,55.0,37.0
7/17/17,-,0.0,0.0,0.0,-,1.0,21.0,0.0,0.0,0.0,18.0,2.0,18.0,-,29.0,71.0,0.0,-,13.0,259.0,1.0,66.0,234.0,30.0,36.0
7/18/17,-,1.0,4.0,0.0,-,1.0,28.0,0.0,2.0,2.0,26.0,3.0,26.0,-,23.0,53.0,0.0,-,12.0,264.0,1.0,49.0,239.0,26.0,35.0
7/19/17,-,0.0,7.0,0.0,-,1.0,32.0,0.0,6.0,1.0,30.0,3.0,30.0,-,28.0,121.0,0.0,-,11.0,265.0,1.0,112.0,242.0,37.0,35.0
7/20/17,-,1.0,1.0,0.0,-,1.0,30.0,0.0,2.0,0.0,23.0,8.0,23.0,-,15.0,81.0,0.0,-,10.0,265.0,1.0,59.0,239.0,37.0,37.0
7/21/17,-,0.0,3.0,0.0,-,0.0,27.0,0.0,1.0,2.0,22.0,5.0,22.0,-,0.0,71.0,0.0,-,10.0,261.0,1.0,61.0,235.0,10.0,37.0
7/22/17,-,1.0,3.0,0.0,-,1.0,25.0,0.0,3.0,1.0,22.0,4.0,22.0,-,1.0,63.0,0.0,-,11.0,259.0,1.0,53.0,237.0,11.0,35.0
7/23/17,-,0.0,1.0,0.0,-,2.0,18.0,0.0,1.0,0.0,16.0,4.0,16.0,-,32.0,40.0,0.0,-,12.0,259.0,1.0,38.0,237.0,34.0,36.0
7/24/17,-,0.0,1.0,0.0,-,0.0,28.0,0.0,1.0,0.0,25.0,3.0,25.0,-,0.0,75.0,0.0,-,10.0,260.0,1.0,64.0,236.0,11.0,36.0
7/25/17,-,0.0,3.0,0.0,-,0.0,28.0,0.0,3.0,0.0,24.0,4.0,24.0,-,0.0,83.0,0.0,-,9.0,255.0,1.0,69.0,232.0,14.0,34.0
7/26/17,-,0.0,4.0,0.0,-,0.0,29.0,0.0,4.0,0.0,25.0,4.0,25.0,-,0.0,89.0,0.0,-,9.0,259.0,1.0,80.0,235.0,9.0,33.0
7/27/17,-,0.0,2.0,0.0,-,0.0,28.0,0.0,1.0,1.0,26.0,2.0,26.0,-,0.0,80.0,0.0,-,8.0,256.0,1.0,78.0,234.0,2.0,32.0
7/28/17,-,0.0,0.0,0.0,-,0.0,26.0,1.0,0.0,0.0,23.0,4.0,23.0,-,0.0,78.0,1.0,-,8.0,260.0,1.0,73.0,234.0,6.0,34.0
7/29/17,-,0.0,1.0,0.0,-,0.0,27.0,0.0,1.0,0.0,23.0,4.0,23.0,-,0.0,70.0,0.0,-,8.0,258.0,1.0,65.0,233.0,5.0,33.0
7/30/17,-,0.0,1.0,0.0,-,0.0,21.0,0.0,1.0,0.0,19.0,3.0,19.0,-,0.0,75.0,0.0,-,8.0,256.0,1.0,65.0,232.0,10.0,33.0
7/31/17,-,0.0,1.0,1.0,-,0.0,25.0,0.0,1.0,1.0,23.0,2.0,23.0,-,0.0,79.0,0.0,-,7.0,251.0,1.0,74.0,226.0,5.0,32.0
8/1/17,-,0.0,3.0,0.0,-,0.0,26.0,0.0,2.0,1.0,21.0,5.0,21.0,-,0.0,65.0,0.0,-,6.0,251.0,1.0,57.0,223.0,8.0,33.0
8/2/17,-,0.0,3.0,0.0,-,0.0,24.0,0.0,1.0,2.0,19.0,5.0,19.0,-,0.0,75.0,0.0,-,6.0,252.0,1.0,66.0,223.0,9.0,35.0
8/3/17,-,1.0,2.0,0.0,-,0.0,29.0,0.0,3.0,0.0,26.0,3.0,26.0,-,0.0,86.0,0.0,-,6.0,255.0,1.0,71.0,226.0,15.0,35.0
8/4/17,-,0.0,5.0,0.0,-,0.0,36.0,0.0,5.0,0.0,29.0,6.0,29.0,-,0.0,80.0,0.0,-,6.0,255.0,1.0,67.0,224.0,11.0,37.0
8/5/17,-,0.0,1.0,0.0,-,0.0,19.0,0.0,1.0,0.0,15.0,4.0,15.0,-,0.0,59.0,0.0,-,5.0,258.0,1.0,38.0,223.0,21.0,39.0
8/6/17,-,0.0,1.0,0.0,-,0.0,27.0,0.0,1.0,0.0,24.0,3.0,24.0,-,0.0,68.0,0.0,-,5.0,261.0,1.0,62.0,227.0,6.0,39.0
8/7/17,-,0.0,1.0,0.0,-,0.0,21.0,0.0,1.0,0.0,18.0,3.0,18.0,-,0.0,62.0,0.0,-,5.0,260.0,1.0,58.0,227.0,4.0,39.0
8/8/17,-,0.0,4.0,0.0,-,2.0,29.0,0.0,3.0,1.0,25.0,6.0,25.0,-,2.0,70.0,0.0,-,7.0,260.0,1.0,49.0,228.0,23.0,39.0
8/9/17,-,0.0,1.0,0.0,-,0.0,29.0,0.0,1.0,0.0,24.0,5.0,24.0,-,0.0,85.0,0.0,-,6.0,262.0,1.0,59.0,228.0,26.0,40.0
8/10/17,-,1.0,3.0,0.0,-,0.0,28.0,0.0,1.0,3.0,23.0,5.0,23.0,-,0.0,85.0,0.0,-,6.0,262.0,1.0,65.0,227.0,20.0,42.0
8/11/17,-,0.0,2.0,0.0,-,1.0,31.0,0.0,0.0,2.0,27.0,5.0,27.0,-,1.0,95.0,0.0,-,7.0,262.0,1.0,78.0,227.0,18.0,43.0
8/12/17,-,1.0,2.0,0.0,-,1.0,30.0,0.0,2.0,1.0,27.0,4.0,27.0,-,2.0,108.0,0.0,-,6.0,267.0,1.0,99.0,229.0,11.0,44.0
8/13/17,-,1.0,3.0,0.0,-,1.0,29.0,0.0,2.0,2.0,26.0,4.0,26.0,-,5.0,111.0,0.0,-,6.0,271.0,1.0,73.0,234.0,43.0,44.0
8/14/17,-,0.0,5.0,0.0,-,1.0,24.0,0.0,4.0,1.0,19.0,5.0,19.0,-,1.0,136.0,0.0,-,7.0,267.0,1.0,68.0,229.0,66.0,44.0
8/15/17,-,0.0,1.0,0.0,-,2.0,36.0,0.0,1.0,0.0,33.0,5.0,33.0,-,2.0,153.0,0.0,-,8.0,272.0,1.0,145.0,235.0,10.0,45.0
